title,university,form,link,category
Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Johns Hopkins University,course,https://www.coursera.org/learn/patient-safety-implementation,life-sciences/healthcare-management
Health Care Delivery in Healthcare Organizations,Rutgers the State University of New Jersey,course,https://www.coursera.org/learn/healthcare-delivery-in-healthcare-organizations,life-sciences/healthcare-management
TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices,University of Florida,course,https://www.coursera.org/learn/tech-med-medical-devices,life-sciences/healthcare-management
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Johns Hopkins University,course,https://www.coursera.org/learn/patient-safety-measurement,life-sciences/healthcare-management
Supervision du raisonnement clinique,University of Geneva,course,https://www.coursera.org/learn/supervision-raisonnement-clinique,life-sciences/healthcare-management
Regulated Competition in Healthcare Systems: Theory & Practice,Erasmus University Rotterdam,course,https://www.coursera.org/learn/regulated-competition-healthcare-systems,life-sciences/healthcare-management
Newborn Capstone,University of Colorado System,course,https://www.coursera.org/learn/newborn-capstone,life-sciences/healthcare-management
Population Health: Panel Management Next Level,Universiteit Leiden,course,https://www.coursera.org/learn/panel-management,life-sciences/healthcare-management
Evaluating the Quality of Healthcare Delivery,Northeastern University,course,https://www.coursera.org/learn/quality-of-healthcare,life-sciences/healthcare-management
Physician Opioid Use Disorder Medication Assisted Treatment Waiver Training (8+ hours),University of Virginia,course,https://www.coursera.org/learn/opioids,life-sciences/healthcare-management
